Cup #,Dead,Crisper setup,L2,Time_in_treatment_L2,Days_1_L2,Time_to_20deg_L2,L3,Time_in_treatment_L3,Days_1_L3,Time_to_20deg_L3,L4,Time_in_treatment_L4,Days_1_L4,Time_to_20deg_L4,L5,Time_in_treatment_L5,Days_2_L5,Time_to_20deg_L5,L5.5,Time_in_treatment_L5.5,Days_2_L5.5,Time_to_20deg_L5.5,L6,Time_in_treatment_L6,Days_3_L6,Time_to_20deg_L6,L6.5,Time_in_treatment_L6.5,Days_3_L6.5,Time_to_20deg_L6.5,Pupa,Sex
103,31-01-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
104,11-02-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,29-01-2018,10:00,30-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
105,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,15-02-2018,F
106,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,15-02-2018,M
107,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,16-02-2018,10:00,19-02-2018,12:00,,,,,23-02-2018,F
108,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,20-02-2018,F
109,31-01-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,11-02-2018,11:00,14-02-2018,08:00,,,,,19-02-2018,F
111,30-01-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,12-02-2018,10:00,15-02-2018,09:00,,,,,20-02-2018,F
113,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,17-02-2018,F
114,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,15-02-2018,M
115,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,15-02-2018,F
116,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,16-02-2018,F
117,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,11-02-2018,11:00,14-02-2018,08:00,,,,,18-02-2018,F
118,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,12-02-2018,10:00,15-02-2018,09:00,,,,,23-02-2018,F
119,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,10-02-2018,11:00,12-02-2018,09:00,,,,,13-02-2018,10:00,16-02-2018,09:00,,,,,24-02-2018,F
120,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,20-02-2018,F
121,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,17-02-2018,F
122,01-02-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,,,,,,,,,,,,,,,,,,
123,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,09-02-2018,14:00,12-02-2018,09:00,14-02-2018,10:00,17-02-2018,09:00,21-02-2018,F
124,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,14-02-2018,M
125,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,29-01-2018,10:00,30-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,04-02-2018,11:00,06-02-2018,09:00,,,,,06-02-2018,11:00,09-02-2018,09:00,,,,,10-02-2018,M
126,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,14-02-2018,M
127,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,17-02-2018,M
128,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,06-02-2018,11:00,07-02-2018,09:00,10-02-2018,11:00,12-02-2018,09:00,,,,,13-02-2018,10:00,16-02-2018,09:00,,,,,21-02-2018,F
129,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,16-02-2018,F
130,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,15-02-2018,M
131,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,16-02-2018,M
132,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,06-02-2018,11:00,07-02-2018,09:00,10-02-2018,11:00,12-02-2018,09:00,,,,,14-02-2018,10:00,17-02-2018,09:00,,,,,21-02-2018,M
133,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,14-02-2018,M
134,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,12-02-2018,10:00,15-02-2018,09:00,,,,,20-02-2018,M
135,31-01-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
136,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,17-02-2018,F
137,31-01-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,10-02-2018,11:00,12-02-2018,09:00,15-02-2018,10:00,18-02-2018,09:00,,,,,28-02-2018,F
139,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,12-02-2018,10:00,15-02-2018,09:00,,,,,19-02-2018,F
140,03-02-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,14-02-2018,M
142,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,06-02-2018,11:00,07-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,12-02-2018,10:00,15-02-2018,09:00,,,,,21-02-2018,F
143,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,12-02-2018,10:00,15-02-2018,09:00,,,,,22-02-2018,F
144,10-02-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,,,,,,,,,,
145,30-01-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,18-02-2018,M
147,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,11-02-2018,11:00,14-02-2018,08:00,,,,,23-02-2018,M
148,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,16-02-2018,M
149,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,06-02-2018,11:00,07-02-2018,09:00,11-02-2018,11:00,13-02-2018,09:00,14-02-2018,10:00,16-02-2018,09:00,19-02-2018,13:00,22-02-2018,09:00,,,,,26-02-2018,M
150,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,17-02-2018,F
151,16-02-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,10-02-2018,11:00,11-02-2018,10:00,,,,,,,,,,,,,,,,,,
152,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,19-02-2018,F
153,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,20-02-2018,F
154,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,29-01-2018,10:00,30-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,07-02-2018,09:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,15-02-2018,F
155,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,15-02-2018,M
156,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,16-02-2018,M
157,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,07-02-2018,09:00,,,,,07-02-2018,13:00,10-02-2018,09:00,,,,,13-02-2018,M
158,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,14-02-2018,F
159,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,07-02-2018,09:00,,,,,07-02-2018,13:00,10-02-2018,09:00,,,,,12-02-2018,M
160,07-02-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,,,,,,,,,,,,,,,,,,
161,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,15-02-2018,M
162,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,07-02-2018,09:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,13-02-2018,M
163,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,12-02-2018,M
164,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,29-01-2018,10:00,30-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,05-02-2018,11:00,07-02-2018,09:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,15-02-2018,F
165,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,07-02-2018,09:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,14-02-2018,M
166,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,11-02-2018,11:00,13-02-2018,09:00,14-02-2018,10:00,17-02-2018,09:00,,,,,28-02-2018,F
167,31-01-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,04-02-2018,11:00,06-02-2018,09:00,,,,,06-02-2018,11:00,09-02-2018,09:00,,,,,11-02-2018,M
169,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,05-02-2018,11:00,07-02-2018,09:00,,,,,07-02-2018,13:00,10-02-2018,09:00,,,,,13-02-2018,M
170,07-03-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,19-02-2018,13:00,22-02-2018,09:00,,,,,,
171,14-02-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,29-01-2018,10:00,30-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,03-02-2018,11:00,05-02-2018,09:00,,,,,06-02-2018,11:00,09-02-2018,09:00,,,,,,
172,30-01-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,06-02-2018,11:00,07-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,11-02-2018,11:00,14-02-2018,08:00,,,,,17-02-2018,F
174,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,18-02-2018,F
175,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,17-02-2018,F
176,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,15-02-2018,F
177,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,07-02-2018,09:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,13-02-2018,M
178,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,10-02-2018,11:00,12-02-2018,09:00,,,,,13-02-2018,10:00,16-02-2018,09:00,,,,,19-02-2018,M
179,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,15-02-2018,M
180,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,15-02-2018,M
181,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,15-02-2018,M
182,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,15-02-2018,M
183,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,13-02-2018,10:00,16-02-2018,09:00,,,,,28-02-2018,M
184,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,06-02-2018,11:00,07-02-2018,09:00,10-02-2018,11:00,12-02-2018,09:00,,,,,13-02-2018,10:00,16-02-2018,09:00,,,,,25-02-2018,M
185,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,16-02-2018,F
186,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,17-02-2018,M
187,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,29-01-2018,10:00,30-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,17-02-2018,F
188,01-02-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,17-02-2018,F
190,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,11-02-2018,11:00,14-02-2018,08:00,,,,,18-02-2018,F
191,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,10-02-2018,11:00,12-02-2018,09:00,,,,,13-02-2018,10:00,16-02-2018,09:00,,,,,24-02-2018,M
192,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,11-02-2018,11:00,14-02-2018,08:00,,,,,18-02-2018,F
193,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,12-02-2018,10:00,15-02-2018,09:00,,,,,19-02-2018,F
194,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,16-02-2018,M
195,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,17-02-2018,F
196,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,11-02-2018,11:00,14-02-2018,08:00,,,,,27-02-2018,F
197,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,19-02-2018,M
198,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,07-02-2018,09:00,,,,,07-02-2018,13:00,10-02-2018,09:00,,,,,12-02-2018,M
199,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,16-02-2018,M
200,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,14-02-2018,M
Extra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,14-02-2018,M
2,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,15-02-2018,F
3,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,,,,,,,,,19-02-2018,F
4,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,07-02-2018,09:00,,,,,07-02-2018,13:00,10-02-2018,09:00,,,,,11-02-2018,M
5,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,16-02-2018,F
6,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,14-02-2018,M
7,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,16-02-2018,F
8,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,17-02-2018,F
